"mu","sigma","item_overlap","class_overlap","gamma","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","mean_log_ratio"
100,1,0.6,0.3,100,50,1,1,0,1,6.24,1.82419667787671
10,1.5,0.6,0.3,100,50,1,1,0,1,6,1.79175946922805
30,1.5,0.6,0.3,100,50,1,1,0,1,6,1.79175946922805
60,1.5,0.6,0.3,100,50,1,1,0,1,6,1.79175946922805
100,1.5,0.6,0.3,100,50,1,1,0,1,6,1.79175946922805
10,0.5,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
30,0.5,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
60,0.5,0.7,0.3,100,50,1,1,0,1,6.72,1.88907109517401
100,0.5,0.7,0.3,100,50,1,1,0,1,8.88,2.18100597301189
10,1,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
30,1,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
60,1,0.7,0.3,100,50,1,1,0,1,6.3,1.83230598003887
100,1,0.7,0.3,100,50,1,1,0,1,8.16,2.08369434706593
10,1.5,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
30,1.5,0.7,0.3,100,50,1,1,0,1,6,1.79175946922805
60,1.5,0.7,0.3,100,50,1,1,0,1,6.06,1.79986877139022
100,1.5,0.7,0.3,100,50,1,1,0,1,6.9,1.9133990016605
10,0.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
30,0.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
60,0.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
100,0.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
10,1,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
100,1,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
10,1.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
100,1.5,0.5,0.4,100,50,1,1,0,1,6,1.79175946922805
10,0.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
30,0.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
60,0.5,0.6,0.4,100,50,1,1,0,1,6.06,1.79986877139022
100,0.5,0.6,0.4,100,50,1,1,0,1,6.42,1.8485245843632
10,1,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1,0.6,0.4,100,50,1,1,0,1,6.06,1.79986877139022
100,1,0.6,0.4,100,50,1,1,0,1,6.18,1.81608737571454
10,1.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
100,1.5,0.6,0.4,100,50,1,1,0,1,6,1.79175946922805
10,0.5,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
30,0.5,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
60,0.5,0.7,0.4,100,50,1,1,0,1,6.6,1.87285249084969
100,0.5,0.7,0.4,100,50,1,1,0,1,8.88,2.18100597301189
10,1,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1,0.7,0.4,100,50,1,1,0,1,6.36,1.84041528220103
100,1,0.7,0.4,100,50,1,1,0,1,8.34,2.10802225355242
10,1.5,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
30,1.5,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
60,1.5,0.7,0.4,100,50,1,1,0,1,6,1.79175946922805
100,1.5,0.7,0.4,100,50,1,1,0,1,6.78,1.89718039733618
10,0.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.5,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.6,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.7,0.2,1000,50,1,1,0,1,114.52,4.7150481161775
100,0.5,0.7,0.2,1000,50,1,1,0,1,139,4.93447393313069
10,1,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.7,0.2,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.5,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.6,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.7,0.3,1000,50,1,1,0,1,118.6,4.7516190856697
100,0.5,0.7,0.3,1000,50,1,1,0,1,139,4.93447393313069
10,1,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.7,0.3,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.5,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,0.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,1,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.6,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,0.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,0.5,0.7,0.4,1000,50,1,1,0,1,118.6,4.7516190856697
100,0.5,0.7,0.4,1000,50,1,1,0,1,139,4.93447393313069
10,1,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,1.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
30,1.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
60,1.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
100,1.5,0.7,0.4,1000,50,1,1,0,1,88,4.47733681447821
10,0.5,0.5,0.2,10000,50,0,0,0,NA,NA,NA
30,0.5,0.5,0.2,10000,50,1,1,0,1,1936.82,7.55794581547838
60,0.5,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.5,0.2,10000,50,1,1,0,1,2040,7.62070508683826
30,1,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
60,1,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.5,0.2,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.5,0.2,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.5,0.2,10000,50,1,1,0,1,1237.06,7.10962167804234
100,1.5,0.5,0.2,10000,50,1,1,0,1,832,6.72383244082121
10,0.5,0.6,0.2,10000,50,0,0,0,NA,NA,NA
30,0.5,0.6,0.2,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.6,0.2,10000,50,0.24,0.24,0,1,2040,7.62070508683826
30,1,0.6,0.2,10000,50,1,1,0,1,1376.7,7.21725262809619
60,1,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.6,0.2,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.6,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.6,0.2,10000,50,1,1,0,1,1237.06,7.10962167804234
10,0.5,0.7,0.2,10000,50,0,0,0,NA,NA,NA
30,0.5,0.7,0.2,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.7,0.2,10000,50,1,1,0,1,2040,7.62070508683826
100,0.5,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.7,0.2,10000,50,0,0,0,NA,NA,NA
30,1,0.7,0.2,10000,50,1,1,0,1,2040,7.62070508683826
60,1,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.7,0.2,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.7,0.2,10000,50,1,1,0,1,1303,7.17242457712485
10,0.5,0.5,0.3,10000,50,0,0,0,NA,NA,NA
30,0.5,0.5,0.3,10000,50,1,1,0,1,1922.08,7.54898020528412
60,0.5,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.5,0.3,10000,50,1,1,0,1,2040,7.62070508683826
30,1,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
60,1,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.5,0.3,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.5,0.3,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.5,0.3,10000,50,1,1,0,1,1199.38,7.07373430713804
100,1.5,0.5,0.3,10000,50,1,1,0,1,832,6.72383244082121
10,0.5,0.6,0.3,10000,50,0,0,0,NA,NA,NA
30,0.5,0.6,0.3,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.6,0.3,10000,50,0.34,0.34,0,1,2040,7.62070508683826
30,1,0.6,0.3,10000,50,1,1,0,1,1391.44,7.22621823829046
60,1,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.6,0.3,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.6,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.6,0.3,10000,50,1,1,0,1,1208.8,7.08270614986412
10,0.5,0.7,0.3,10000,50,0,0,0,NA,NA,NA
30,0.5,0.7,0.3,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.7,0.3,10000,50,1,1,0,1,2040,7.62070508683826
100,0.5,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.7,0.3,10000,50,0,0,0,NA,NA,NA
30,1,0.7,0.3,10000,50,1,1,0,1,2040,7.62070508683826
60,1,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.7,0.3,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.7,0.3,10000,50,1,1,0,1,1303,7.17242457712485
10,0.5,0.5,0.4,10000,50,0,0,0,NA,NA,NA
30,0.5,0.5,0.4,10000,50,1,1,0,1,1995.78,7.59380825625546
60,0.5,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.5,0.4,10000,50,1,1,0,1,2040,7.62070508683826
30,1,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
60,1,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.5,0.4,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.5,0.4,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.5,0.4,10000,50,1,1,0,1,1246.48,7.11859352076841
100,1.5,0.5,0.4,10000,50,1,1,0,1,832,6.72383244082121
10,0.5,0.6,0.4,10000,50,0,0,0,NA,NA,NA
30,0.5,0.6,0.4,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,0.5,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.6,0.4,10000,50,0.22,0.22,0,1,2040,7.62070508683826
30,1,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
60,1,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.6,0.4,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.6,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.6,0.4,10000,50,1,1,0,1,1237.06,7.10962167804234
10,0.5,0.7,0.4,10000,50,0,0,0,NA,NA,NA
30,0.5,0.7,0.4,10000,50,1,1,0,1,2040,7.62070508683826
60,0.5,0.7,0.4,10000,50,1,1,0,1,2040,7.62070508683826
100,0.5,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1,0.7,0.4,10000,50,0,0,0,NA,NA,NA
30,1,0.7,0.4,10000,50,1,1,0,1,2040,7.62070508683826
60,1,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,1,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
10,1.5,0.7,0.4,10000,50,1,1,0,1,2040,7.62070508683826
30,1.5,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
60,1.5,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
100,1.5,0.7,0.4,10000,50,1,1,0,1,1303,7.17242457712485
